date,property_name,market,year,month,day_of_week,total_rooms,rooms_sold,rooms_available,occupancy,adr,revpar,compset_occupancy,compset_adr,compset_revpar,market_occupancy,market_adr,market_revpar,mpi,ari,rgi,seg_transient_pct,seg_group_pct,seg_contract_pct,adr_transient,adr_group,adr_contract,revenue_transient,revenue_group,revenue_contract,total_revenue,quarter
2024-01-01,Property_JAK_001,Jakarta,2024,1,Monday,280,187,280,66.8,3275000,2188000,70.5,3546746,2501000,67.0,3269667,2192000,94.8,92.3,87.5,27.5,48.9,23.6,3935000,3080000,2909000,168316300,299438400,144670400,612425000,1
2024-01-02,Property_JAK_001,Jakarta,2024,1,Tuesday,280,172,280,61.3,3050000,1869000,65.2,3149434,2055000,53.4,2842251,1517000,93.9,96.8,90.9,22.7,54.3,23.0,3711000,2904000,2743000,118835700,285070200,120694200,524600000,1
2024-01-03,Property_JAK_001,Jakarta,2024,1,Wednesday,280,157,280,56.1,2800000,1572000,61.2,3033034,1855000,52.9,2488535,1317000,91.8,92.3,84.7,19.9,52.5,27.6,3440000,2692000,2543000,87638000,230851500,121110600,439600000,1
2024-01-04,Property_JAK_001,Jakarta,2024,1,Thursday,280,146,280,52.0,2835000,1475000,54.5,3065341,1672000,47.7,2984160,1423000,95.4,92.5,88.2,22.3,50.9,26.8,3460000,2708000,2557000,92211200,210628000,111070800,413910000,1
2024-01-05,Property_JAK_001,Jakarta,2024,1,Friday,280,149,280,53.2,2304000,1227000,56.7,2375907,1346000,47.2,2234518,1055000,94.0,97.0,91.2,24.9,41.5,33.5,2802000,2193000,2071000,85592300,142599400,115104300,343296000,1
2024-01-06,Property_JAK_001,Jakarta,2024,1,Saturday,280,112,280,39.9,1985000,792000,41.1,2120783,872000,36.8,2010519,739000,97.0,93.6,90.8,28.7,51.4,19.9,2373000,1857000,1754000,63788800,114207900,44323300,222320000,1
2024-01-07,Property_JAK_001,Jakarta,2024,1,Sunday,280,126,280,45.0,2091000,940000,47.1,2317560,1091000,44.1,2104725,929000,95.6,90.2,86.2,26.7,35.9,37.4,2536000,1985000,1875000,70393100,94572900,98500000,263466000,1
2024-01-08,Property_JAK_001,Jakarta,2024,1,Monday,280,183,280,65.2,3153000,2057000,68.5,3419208,2343000,58.4,2838298,1659000,95.2,92.2,87.8,20.8,47.5,31.7,3874000,3031000,2863000,120038400,274226300,182734400,576999000,1
2024-01-09,Property_JAK_001,Jakarta,2024,1,Tuesday,280,177,280,63.2,3262000,2062000,67.5,3492448,2356000,60.3,3382373,2041000,93.7,93.4,87.5,29.1,60.8,10.1,3877000,3034000,2865000,167800100,351331600,58242300,577374000,1
2024-01-10,Property_JAK_001,Jakarta,2024,1,Wednesday,280,133,280,47.6,3059000,1456000,50.5,3306870,1671000,44.9,2632641,1182000,94.2,92.5,87.1,24.8,62.5,12.7,3681000,2881000,2721000,100983000,254349100,51514900,406847000,1
2024-01-11,Property_JAK_001,Jakarta,2024,1,Thursday,280,183,280,65.2,2777000,1810000,68.0,2985128,2031000,63.7,2711567,1726000,95.8,93.0,89.1,23.9,52.9,23.2,3368000,2636000,2489000,121466000,268614000,118111000,508191000,1
2024-01-12,Property_JAK_001,Jakarta,2024,1,Friday,280,139,280,49.6,2457000,1219000,51.9,2653978,1377000,45.9,2178927,999000,95.6,92.6,88.5,22.4,54.1,23.5,2993000,2342000,2212000,76334500,184784900,80403600,341523000,1
2024-01-13,Property_JAK_001,Jakarta,2024,1,Saturday,280,113,280,40.5,1976000,800000,41.8,2128904,889000,37.5,1817695,682000,96.9,92.8,90.0,26.5,52.1,21.4,2378000,1861000,1758000,59128000,116307200,47852800,223288000,1
2024-01-14,Property_JAK_001,Jakarta,2024,1,Sunday,280,148,280,52.8,2129000,1124000,56.2,2315855,1302000,45.6,2041017,930000,93.9,91.9,86.3,24.2,53.2,22.6,2579000,2019000,1906000,76232000,167731100,71128900,315092000,1
2024-01-15,Property_JAK_001,Jakarta,2024,1,Monday,280,175,280,62.6,3172000,1986000,66.3,3346268,2220000,61.7,3164376,1953000,94.4,94.8,89.5,25.3,69.7,5.0,3797000,2972000,2807000,140446700,386937700,27715700,555100000,1
2024-01-16,Property_JAK_001,Jakarta,2024,1,Tuesday,280,198,280,70.6,3004000,2121000,75.7,3471763,2627000,63.6,2798782,1779000,93.3,86.5,80.7,29.0,42.7,28.3,3605000,2821000,2665000,172223000,254124300,168444700,594792000,1
2024-01-17,Property_JAK_001,Jakarta,2024,1,Wednesday,280,148,280,52.9,2972000,1573000,55.0,3281705,1805000,47.8,3083440,1474000,96.3,90.6,87.1,25.5,46.0,28.5,3600000,2817000,2661000,112155600,202211500,125488900,439856000,1
2024-01-18,Property_JAK_001,Jakarta,2024,1,Thursday,280,173,280,61.9,2685000,1661000,65.9,3031940,1997000,54.2,2602387,1410000,93.9,88.6,83.2,21.1,47.4,31.5,3295000,2579000,2435000,97935000,220284600,146285400,464505000,1
2024-01-19,Property_JAK_001,Jakarta,2024,1,Friday,280,120,280,42.9,2324000,998000,46.0,2553865,1174000,40.8,2271297,927000,93.4,91.0,85.0,26.3,56.3,17.4,2793000,2186000,2064000,73343800,156882800,48653400,278880000,1
2024-01-20,Property_JAK_001,Jakarta,2024,1,Saturday,280,117,280,41.9,1917000,804000,46.0,2116780,974000,37.4,1903250,712000,91.1,90.6,82.5,21.6,51.9,26.5,2344000,1834000,1732000,48446100,116311900,59531000,224289000,1
2024-01-21,Property_JAK_001,Jakarta,2024,1,Sunday,280,138,280,49.1,2043000,1004000,53.0,2252169,1195000,47.8,2155037,1030000,92.7,90.7,84.0,20.1,56.3,23.6,2503000,1959000,1850000,56743700,158719500,66470800,281934000,1
2024-01-22,Property_JAK_001,Jakarta,2024,1,Monday,280,166,280,59.1,3011000,1780000,62.6,3312806,2073000,56.2,3015092,1696000,94.5,90.9,85.9,23.8,44.0,32.3,3671000,2873000,2714000,118823900,219774000,161228000,499826000,1
2024-01-23,Property_JAK_001,Jakarta,2024,1,Tuesday,280,174,280,62.3,3384000,2107000,66.8,3601541,2405000,55.9,3330274,1860000,93.2,94.0,87.6,25.1,61.6,13.3,4070000,3186000,3009000,147586800,362877100,78352100,588816000,1
2024-01-24,Property_JAK_001,Jakarta,2024,1,Wednesday,280,177,280,63.1,2959000,1866000,65.8,3090837,2033000,58.1,2967344,1725000,95.9,95.7,91.8,23.9,55.7,20.4,3584000,2805000,2649000,125083900,291787700,106871400,523743000,1
2024-01-25,Property_JAK_001,Jakarta,2024,1,Thursday,280,164,280,58.7,2853000,1674000,61.1,3122927,1910000,55.3,2575835,1424000,95.9,91.4,87.6,26.1,40.0,33.9,3461000,2708000,2558000,121981600,187316300,158594100,467892000,1
2024-01-26,Property_JAK_001,Jakarta,2024,1,Friday,280,153,280,54.5,2498000,1363000,56.3,2652539,1494000,52.4,2462251,1290000,96.9,94.2,91.2,26.8,54.5,18.7,3000000,2348000,2217000,102385700,208243300,71565000,382194000,1
2024-01-27,Property_JAK_001,Jakarta,2024,1,Saturday,280,121,280,43.3,2095000,907000,46.7,2324489,1086000,40.2,2090702,840000,92.7,90.1,83.5,27.6,80.0,-7.6,2476000,1938000,1830000,69901900,202796000,-19202900,253495000,1
2024-01-28,Property_JAK_001,Jakarta,2024,1,Sunday,280,115,280,40.9,2097000,858000,45.3,2168260,982000,39.6,1844026,730000,90.4,96.7,87.4,21.1,48.1,30.8,2572000,2013000,1901000,50970200,116008700,74176100,241155000,1
2024-01-29,Property_JAK_001,Jakarta,2024,1,Monday,280,179,280,63.9,3000000,1917000,66.8,3331163,2226000,58.2,2912468,1695000,95.6,90.1,86.1,22.6,58.7,18.6,3642000,2850000,2692000,121578600,315281300,100140100,537000000,1
2024-01-30,Property_JAK_001,Jakarta,2024,1,Tuesday,280,208,280,74.3,3162000,2349000,75.7,3464267,2624000,67.9,3170289,2152000,98.1,91.3,89.5,25.2,44.8,30.0,3835000,3001000,2835000,165922600,294563600,197209800,657696000,1
2024-01-31,Property_JAK_001,Jakarta,2024,1,Wednesday,280,177,280,63.2,3005000,1900000,65.5,3245294,2125000,58.2,2786637,1622000,96.5,92.6,89.4,21.0,49.1,29.9,3686000,2884000,2724000,111894800,261060400,158929900,531885000,1
2024-02-01,Property_JAK_001,Jakarta,2024,2,Thursday,280,150,280,53.5,3095000,1657000,59.0,3469414,2048000,47.1,2896264,1363000,90.7,89.2,80.9,33.8,53.2,12.9,3640000,2848000,2690000,157043100,247166000,60040900,464250000,1
